total_points,avg_dev,std_dev,label,band_1_points,band_2_points,band_3_points,band_4_points,band_5_points,band_6_points,band_7_points,band_8_points,band_9_points,band_10_points,dev_1,dev_2,dev_3,dev_4,dev_5,dev_6,dev_7,dev_8,dev_9,dev_10,dev_11,dev_12,dev_13,dev_14,dev_15,dev_16,dev_17,dev_18,dev_19,dev_20
109,86.7883,65.1663,1,5,6,7,9,10,12,14,14,16,16,84.4535,111.638,26.1365,59.398,78.0806,52.8552,15.8435,221.423,81.2803,17.2315,143.316,63.0558,103.624,76.8867,39.2663,25.1856,130.903,61.1419,24.4034,170.912
74,2.96089e+07,3.30292e+07,0,4,4,4,8,4,9,6,12,6,17,4.91474e+06,8.5117e+06,3.40015e+06,1.74644e+07,5.77258e+07,2.93556e+07,191429,5.7175e+06,2.89334e+06,2.66044e+07,7.87395e+07,1.48056e+08,6.46477e+07,4.3499e+07,7.9647e+07,8.2161e+07,1.42608e+07,2.88607e+07,1.08265e+06,5.82491e+07
48,73.5853,73.9327,1,4,2,2,6,4,4,8,4,5,9,102.598,40.4368,188.38,34.5362,96.4054,135.336,51.07,33.254,78.9709,4.88582,201.151,229.613,208.809,50.1953,152.28,243.77,56.6912,42.0283,7.2941,1.96921
26,2.52472e+07,2.55237e+07,0,1,1,2,2,2,3,3,4,4,4,8.66484e+06,1.47523e+07,4.56547e+06,1.99041e+07,5.59169e+07,8.20433e+07,3.81347e+07,7.86234e+06,2.27689e+06,4.12076e+07,6.26458e+07,1.00422e+08,814347,1.46865e+06,7.95198e+06,3.76872e+07,3.37306e+06,2.11642e+07,2.17022e+07,2.91784e+07
121,80.074,65.1174,1,4,7,7,9,10,12,17,18,17,20,80.6902,53.025,73.7202,150.131,2.31244,49.3155,91.6613,97.052,19.5923,18.023,156.448,62.4949,13.6975,108.981,46.3039,180.071,112.918,48.192,25.5049,19.8265
95,3.21319e+07,2.65522e+07,0,4,6,6,4,10,10,6,14,14,21,1.50067e+07,3.31338e+07,5.08421e+06,1.10447e+07,5.23625e+07,1.96659e+07,2.3383e+07,227456,3.58563e+07,1.00366e+07,372672,7.58031e+06,5.70015e+07,6.05069e+07,9.41223e+07,3.94171e+07,3.64679e+06,6.53126e+07,7.03778e+07,7.52537e+07
56,86.9321,80.4895,1,4,2,3,7,4,4,9,5,6,12,80.6153,22.6321,129.821,193.391,50.6856,31.8417,92.6545,2.30964,263.351,194.106,106.947,148.89,39.0408,265.728,13.3932,71.9224,167.942,252.951,48.1979,39.2854
26,3.02631e+07,2.98992e+07,0,1,1,2,2,2,3,3,4,4,4,2.48726e+07,8.99586e+06,4.61563e+07,1.08757e+08,5.24606e+07,3.81567e+07,7.04159e+07,8.89476e+06,889813,5.33425e+06,6.56776e+07,1.04369e+08,696075,1.74311e+06,5.72385e+06,4.5545e+07,5.613e+06,1.56166e+07,2.99058e+07,3.42332e+07
143,74.806,58.7798,1,7,8,8,10,12,19,16,16,17,30,29.0802,83.5416,82.4263,75.2721,8.77054,63.2426,63.1999,30.0109,8.43522,47.8606,33.1556,72.8053,3.00072,25.988,223.89,86.1753,31.8451,13.2364,140.902,80.817
97,2.9838e+07,3.02367e+07,0,3,6,6,9,5,10,12,14,14,18,4.08206e+07,1.22969e+06,2.69899e+06,2.24905e+07,1.62247e+07,5.10371e+07,72611.6,2.93626e+07,1.83436e+07,160825,4.38992e+07,9.40257e+06,1.01179e+07,1.51106e+07,6.05273e+06,6.58525e+06,7.87342e+07,7.75899e+07,8.502e+07,6.64017e+07
67,61.617,56.6398,1,4,2,5,3,8,4,10,12,6,13,32.5094,70.7338,27.4737,148.068,79.5811,65.1306,35.823,26.2973,6.84462,53.3539,201.034,32.0181,113.656,134.237,98.9845,149.266,149.664,77.6149,5.76778,14.6613
28,3.57512e+07,2.93875e+07,0,1,1,2,2,3,3,3,4,4,5,2.17205e+07,5.83185e+06,5.24318e+07,1.12378e+08,4.04493e+07,1.01521e+07,819467,5.34101e+07,9.09982e+06,2.15898e+06,7.90619e+07,8.21603e+06,5.22764e+07,8.82872e+07,7.99862e+07,5.35139e+07,4.50319e+07,5.4122e+06,1.5959e+07,2.90008e+07
167,65.1236,56.1382,1,8,7,14,10,13,21,16,27,19,32,42.2201,75.7773,149.977,20.6451,42.2848,64.8641,65.3115,29.5739,61.453,39.8389,28.3701,20.0677,9.97798,87.6793,56.1527,88.5764,10.167,27.3813,7.29317,175.433
123,3.25498e+07,2.35645e+07,0,4,6,7,10,13,12,14,16,17,24,1.03868e+07,1.36446e+07,2.30747e+07,8.66488e+06,1.08917e+07,2.62963e+07,4.90853e+06,2.14033e+06,1.35621e+07,2.39046e+07,4.34054e+06,279227,4.09322e+07,2.65907e+07,4.25634e+07,8.85531e+07,7.03817e+07,4.21489e+07,6.746e+07,6.32374e+07
70,62.3291,61.229,1,4,3,5,4,8,4,11,12,6,13,32.8459,50.1104,149.913,92.2413,49.204,49.6461,29.4566,50.2854,143.962,119.988,23.0337,20.4969,81.2067,169.252,149.329,25.214,101.202,169.732,155.45,59.8277
37,4.07865e+07,2.89144e+07,0,2,2,3,3,3,3,4,5,5,7,7.34579e+07,767397,5.86681e+06,9.06124e+07,9.84359e+07,3.06313e+07,2.68425e+07,745621,1.78489e+07,1.28039e+07,725547,4.59429e+07,1.1667e+07,3.4528e+07,9.95106e+07,7.95175e+07,7.78844e+07,8.2561e+07,1.19931e+07,4.69097e+06
14,2.23125e+07,1.61521e+07,0,1,1,0,2,0,2,2,0,3,3,3.01558e+07,4.92382e+07,3.57105e+07,1.88065e+07,3.79678e+07,3.45359e+07,4.0588e+07,2.13035e+06,2.10628e+07,401453,1.0543e+06,9.57571e+06,8.83485e+06,0,0,0,0,0,0,0
195,57.0512,50.8641,1,9,13,10,17,14,21,27,18,33,33,16.8339,67.9825,204.65,152.982,41.8923,48.2835,66.6077,52.0705,65.6736,78.1603,64.3068,32.6546,12.0449,17.7666,17.7315,36.5593,60.6395,51.98,27.5119,44.3163
144,2.9527e+07,2.33952e+07,0,9,6,9,10,11,14,14,17,25,29,3.09759e+07,7.91846e+06,1.04695e+07,1.91401e+07,5.28605e+06,7.30349e+06,1.31949e+07,1.44002e+06,1.99651e+07,6.08426e+06,2.60717e+07,1.28589e+07,2.91201e+07,1.05239e+07,7.98659e+06,41723.7,1.70789e+07,2.14729e+07,5.25191e+07,6.51017e+07
83,69.8148,52.3582,1,4,4,7,4,8,10,6,12,13,15,112.148,55.5285,74.77,49.8343,174.87,110.61,95.6724,43.5878,42.6892,26.2969,63.0198,45.3749,116.532,37.5061,158.617,24.99,40.1736,103.257,155.688,35.2205
38,4.38329e+07,3.12011e+07,0,2,1,3,3,3,3,3,5,5,10,912043,7.34955e+07,5.33515e+07,467275,9.34335e+07,8.80021e+07,1.09384e+08,3.03251e+07,1.88309e+07,830101,1.24301e+07,1.32364e+07,807915,4.7276e+07,1.19871e+07,3.5479e+07,1.10468e+08,8.98269e+07,8.80335e+07,6.90033e+07
22,2.32404e+07,2.01115e+07,0,2,2,2,0,2,2,0,3,4,5,1.35754e+07,1.99791e+07,5.51202e+07,4.70182e+07,4.65273e+07,7.67511e+06,7.36527e+06,3.5539e+06,4.15669e+07,4.43313e+07,7.17236e+07,455912,660307,1.17989e+07,2.23118e+07,1.39011e+06,1.86038e+07,8.75372e+06,1.52372e+07,3.76787e+07
235,39.1408,38.9051,1,10,12,17,19,23,25,29,30,33,37,62.9211,68.2502,19.6974,12.705,47.5548,53.2358,7.47193,15.3428,38.5347,43.8184,48.5502,72.9669,18.8941,23.1801,79.813,117.658,48.0345,73.5032,47.2864,25.4161
169,2.76266e+07,2.37878e+07,0,9,7,9,16,13,14,21,22,19,39,1.54364e+06,1.35747e+07,1.98934e+07,3.18188e+07,5.64119e+06,1.17306e+07,1.47829e+07,1.37024e+07,3.92788e+07,1.20238e+07,28118.6,9.45185e+06,9.39101e+06,6.26703e+06,1.99798e+07,7.99321e+06,2.65652e+07,1.44907e+06,387580,2.70749e+06
90,63.963,58.2651,1,4,5,8,4,8,12,6,12,15,16,32.2345,213.621,62.5863,47.5947,64.2741,55.4682,41.5983,40.1952,67.353,61.5367,215.75,17.9658,49.3574,64.8807,127.399,13.3016,150.134,56.8916,34.6155,128.391
44,3.16139e+07,3.21687e+07,0,3,2,2,3,3,8,4,5,5,9,2.81046e+06,1.34163e+07,3.96701e+06,3.36839e+07,3.64948e+07,7.1697e+07,7.21739e+07,1.5342e+07,6.17059e+07,1.10468e+08,8.47921e+07,4.71583e+07,6.02122e+07,1.20197e+07,3.0414e+06,9.7849e+07,1.62145e+07,5.99671e+07,7.09819e+07,7.50111e+07
21,2.35455e+07,2.10435e+07,0,2,2,2,0,2,2,0,3,4,4,1.13536e+07,2.25081e+07,5.30609e+07,5.22561e+07,4.75447e+07,9.50005e+06,6.7931e+06,3.84505e+06,4.5242e+07,4.83013e+07,7.32494e+07,438288,606208,1.19326e+07,2.38797e+07,1.80677e+06,1.74175e+07,1.02059e+07,1.65218e+07,1.44461e+07
197,2.32034e+07,2.34138e+07,0,6,11,9,17,13,23,26,19,31,42,1.19138e+07,1.44352e+07,1.59185e+07,1.93783e+07,3.25332e+06,1.07046e+07,1.21149e+07,7.44408e+06,1.26003e+06,2.10632e+06,8.3457e+06,3.83702e+07,1.89025e+07,455441,1.35603e+06,2.20267e+07,2.4284e+07,1.27803e+07,2.93484e+07,1.64127e+07
105,66.6661,49.7771,1,3,6,7,9,10,11,13,14,15,17,33.7583,23.75,71.8989,3.52343,23.0206,69.3442,110.595,14.096,111.503,71.7845,95.7527,58.6466,40.8812,18.4174,139.194,50.5579,17.9446,191.788,54.4999,143.391
49,2.91096e+07,3.24531e+07,0,2,2,3,3,6,4,5,5,5,14,1.62852e+07,2.30838e+07,2.64038e+07,379245,7.30012e+07,4.29457e+07,1.14816e+08,6.93969e+07,5.08257e+07,4.90149e+07,9.06889e+06,2.42132e+07,4.01711e+07,3.3325e+07,1.83938e+07,8.08364e+06,9.35546e+07,8.2369e+07,9.02147e+07,7.18593e+07
22,2.33376e+07,2.11841e+07,0,1,1,2,2,0,2,3,3,4,4,1.44997e+07,1.12366e+07,3.02135e+07,7.41477e+07,3.84251e+07,2.74633e+07,3.1431e+06,5.27988e+06,6.61064e+07,5.27013e+07,4.55907e+07,4.65529e+06,333003,1.15946e+06,4.19209e+06,3.38414e+07,4.19883e+06,1.26685e+07,2.24174e+07,2.32802e+07
236,2.03906e+07,2.02739e+07,0,7,12,15,18,15,24,29,31,35,50,6.16467e+06,1.50252e+07,1.30621e+07,8.8777e+06,2.79488e+06,1.09387e+07,1.00794e+07,4.8982e+06,636298,8.37135e+06,8.03534e+06,2.96724e+07,8.8615e+06,3.38273e+06,1.49801e+06,3.02237e+07,2.81289e+07,2.29384e+07,2.10889e+07,1.2828e+07
120,58.0653,46.0491,1,5,6,8,8,11,18,13,17,16,18,143.65,43.29,65.2064,60.7919,38.9077,6.83918,42.0826,34.5553,34.259,21.977,163.659,28.7466,37.4158,107.912,93.9502,23.2242,34.0103,68.7323,71.4863,19.6637
50,3.05527e+07,3.28994e+07,0,2,1,3,6,3,3,10,5,5,12,4.96143e+07,3.01565e+07,1.18876e+06,2.70732e+07,2.64014e+07,3.88543e+07,8.64063e+07,5.0558e+07,1.19283e+08,8.18948e+07,5.88323e+07,4.6359e+07,1.36256e+07,2.64911e+07,3.82723e+07,3.60898e+07,2.09601e+07,8.67441e+06,8.52674e+07,1.11116e+08
21,2.23648e+07,2.07495e+07,0,1,1,1,3,0,3,3,3,3,3,468107,3.54502e+07,2.78357e+07,5.78062e+07,4.59625e+07,4.00997e+07,375328,4.75176e+07,1.24207e+07,3.2727e+07,5.82823e+07,3.55918e+07,3.61267e+07,186635,3.11129e+06,2.6149e+06,201397,2.21017e+06,1.64732e+06,6.66141e+06
275,1.73137e+07,1.55194e+07,0,9,12,16,19,23,26,30,34,45,61,151650,9.41182e+06,1.26966e+07,8.51427e+06,1.20996e+06,7.62617e+06,9.71632e+06,1.7998e+07,3.93701e+06,2.45589e+06,6.77039e+06,8.00491e+06,1.08326e+07,7.06232e+06,240768,1.27913e+06,1.62791e+07,2.42882e+07,1.43353e+07,5.13932e+06
135,52.1085,43.681,1,7,7,8,10,11,19,15,16,18,24,38.1843,38.6739,50.5382,87.4327,2.1836,36.8039,63.2787,56.193,9.84806,15.6265,116.276,33.2946,8.06876,67.9743,31.713,136.581,62.4367,37.4394,15.203,13.9437
64,2.77486e+07,2.63565e+07,0,4,2,4,4,4,8,4,12,6,16,1.02507e+07,6.09521e+06,6.14554e+06,1.34236e+07,1.27222e+07,5.59934e+06,6.85342e+06,1.25429e+06,7.57571e+07,7.2813e+07,1.51053e+07,2.44567e+07,7.567e+07,7.26614e+07,3.21355e+07,3.6839e+07,4.9296e+06,6.03386e+07,5.27956e+07,972489
28,2.376e+07,2.35791e+07,0,2,2,2,2,0,2,4,4,4,6,8.71773e+06,1.15e+07,6.67613e+07,5.88067e+07,6.15759e+07,3.67985e+06,7.08187e+06,2.2478e+06,5.35176e+07,5.74125e+07,8.73724e+07,3.14109e+07,536992,3.02019e+07,1.19766e+07,2.11148e+07,331152,2.08751e+07,4.78051e+06,1.65219e+07
119,51.3655,50.6711,1,8,6,12,8,10,15,11,18,12,19,39.8734,77.6658,10.9238,28.9438,52.2211,102.543,13.8401,98.8675,66.1785,3.49696,67.0462,53.0021,85.5639,38.37,33.3683,17.0796,21.4296,12.1631,4.69993,150.907
70,3.20239e+07,3.47114e+07,0,3,3,5,3,8,5,10,10,9,14,2.71831e+07,3.6696e+07,5.03949e+06,874455,1.64092e+07,1.05374e+07,2.8897e+07,2.22308e+07,3.72151e+07,1.55218e+07,5.61182e+07,7.86105e+07,8.27026e+07,8.95196e+07,2.12691e+07,6.54987e+07,7.55346e+07,1.4637e+08,8.25019e+07,5.57365e+07
28,2.65744e+07,2.49823e+07,0,1,1,2,2,3,3,3,4,4,5,3.58928e+07,525195,2.21943e+07,1.04858e+08,5.9442e+06,1.28978e+07,593099,6.42468e+07,1.15039e+07,4.65362e+07,6.90791e+07,5.27877e+07,3.74099e+07,342203,2.00326e+06,3.99442e+06,4.39773e+07,6.02626e+06,8.1165e+06,3.38391e+07
86,3.24028e+07,2.76355e+07,0,3,6,3,7,10,5,11,7,14,20,2.84227e+07,7.76847e+06,1.6242e+06,1.64365e+07,1.60122e+07,2.52038e+07,120988,8.16782e+07,8.40981e+07,7.93242e+07,1.41325e+07,7.14822e+07,6.11753e+07,9.61463e+07,1.06701e+06,1.86411e+06,1.16798e+07,6.82869e+06,1.32181e+06,4.56986e+07
28,2.74767e+07,2.59811e+07,0,1,1,2,2,3,3,3,4,4,5,2.74837e+07,870459,3.46736e+07,1.02296e+08,5.57966e+06,1.20351e+07,854293,7.06805e+07,1.04585e+07,5.14485e+07,7.47669e+07,6.19505e+07,3.96566e+07,424827,1.91859e+06,4.2805e+06,4.19225e+07,5.3741e+06,1.02201e+07,3.04978e+07
100,3.43723e+07,2.5485e+07,0,3,6,6,9,5,10,12,14,14,21,167456,2.86282e+06,2.11565e+07,2.38459e+06,3.50583e+06,646301,3.6264e+07,1.01809e+07,2.65178e+07,1.92868e+07,5.57618e+07,7.34548e+07,9.44149e+07,5.74654e+06,9.42299e+06,7.04076e+07,6.07825e+07,8.6799e+07,1.94495e+07,1.45964e+07
32,2.76311e+07,2.92587e+07,0,2,2,2,2,2,2,4,4,6,6,1.27675e+07,3.47137e+07,2.01511e+07,2.33325e+07,1.25852e+07,1.02173e+07,7.55758e+07,8.10807e+07,7.53485e+07,1.1759e+07,6.61794e+06,3.76628e+06,8.00708e+07,1.13831e+08,7.40782e+07,805147,8.58018e+06,3.29282e+07,912901,2.69083e+07
112,3.57534e+07,3.03418e+07,0,4,6,7,9,10,12,13,15,16,20,3.28235e+07,2.16855e+07,1.22755e+07,2.0993e+07,9.19214e+06,2.25647e+07,341452,2.84274e+07,1.8476e+07,5.45056e+07,1.40228e+07,3.80015e+07,2.07969e+07,5.52526e+06,579881,2.85446e+07,3.29138e+07,6.00711e+07,1.31946e+08,1.06931e+08
40,2.29215e+07,2.26505e+07,0,2,2,2,3,3,3,4,4,5,12,8.94398e+06,4.98199e+06,2.37096e+06,3.01791e+07,5.50887e+07,5.34048e+07,1.62753e+07,4.21453e+07,8.49253e+07,1.89355e+07,6.23427e+06,1.2516e+07,4.08171e+07,5.56922e+07,6.55307e+07,7.45907e+07,1.64301e+07,2.06776e+06,6.4823e+06,9.44468e+06
134,3.78259e+07,2.88217e+07,0,7,6,8,10,10,13,14,20,22,24,1.09735e+07,5.8291e+06,2.13737e+07,2.04442e+06,7.21177e+06,1.44671e+07,3.29822e+07,1.40026e+07,2.14395e+07,457630,1.03156e+07,8.48831e+06,6.39797e+06,2.27666e+07,2.21064e+06,1.52816e+07,8.27501e+07,8.20634e+07,8.65293e+07,7.59591e+07
39,3.57206e+07,3.24177e+07,0,3,2,2,2,3,4,4,4,4,11,1.71548e+07,511243,2.79118e+07,4.19233e+06,1.24757e+07,8.64896e+07,1.04671e+08,1.37134e+06,6.56505e+06,2.21397e+06,9.9478e+07,4.75812e+06,7.37388e+07,1.05914e+08,6.20933e+06,7.29253e+07,5.16245e+07,7.9606e+07,9.34002e+07,4.34692e+07
161,3.0807e+07,2.7113e+07,0,7,7,8,15,12,13,24,17,20,38,2.01648e+07,3.91114e+07,1.47069e+07,1.53591e+07,1.59745e+07,1.54077e+07,6.16085e+06,1.15491e+07,1.01567e+07,1.90776e+07,5.28239e+06,368339,4.95618e+07,1.11142e+07,9.68264e+06,2.71979e+07,3.51333e+06,1.28708e+07,8.1148e+07,7.93533e+07
42,2.63004e+07,2.74907e+07,0,2,3,3,3,3,3,5,5,5,10,3.91699e+07,2.28731e+07,2.55716e+07,2.43037e+07,4.54666e+07,7.61364e+07,2.89078e+07,9.20859e+07,6.15186e+07,3.9056e+07,3.75792e+07,3.88956e+07,2.16073e+07,7.11994e+06,2.95322e+07,1.52034e+07,1.79661e+07,9.08534e+07,9.24694e+07,6.76322e+07
195,3.08783e+07,2.99608e+07,0,9,6,15,11,20,15,26,28,23,42,8.19235e+06,2.24277e+07,2.77275e+06,8.77527e+06,1.57824e+07,4.63824e+07,2.74568e+07,7.9367e+06,9.2852e+06,2.76448e+07,1.62598e+07,2.81016e+07,1.99466e+07,1.44376e+07,231491,7.89355e+06,1.00313e+07,5.57091e+06,1.09258e+07,1.00747e+07
54,2.54062e+07,2.70534e+07,0,2,2,2,6,3,4,9,5,5,16,1.3654e+07,1.03247e+07,461376,3.31769e+07,2.09862e+07,630701,3.96953e+07,5.27442e+07,1.08703e+08,5.01621e+07,5.91598e+07,5.45864e+07,2.35228e+07,1.0164e+07,8.07588e+06,7.58964e+07,1.92397e+06,8.38669e+06,1.32939e+07,3.82009e+07
238,2.87855e+07,2.87629e+07,0,8,12,15,18,23,16,29,31,36,50,6.50326e+06,1.11066e+07,2.61465e+07,2.21272e+07,5.52083e+06,1.65242e+06,1.86078e+07,1.68125e+07,2.64659e+06,1.38738e+06,1.39831e+07,2.71514e+06,4.74443e+07,1.04518e+07,6.42925e+06,6.12312e+07,5.20914e+07,3.86075e+07,3.28454e+07,2.48184e+07
54,3.08118e+07,2.95024e+07,0,2,3,3,6,3,4,10,5,5,13,5.35117e+07,2.95592e+07,3.4414e+07,3.01423e+07,5.71707e+07,3.91565e+07,2.03876e+07,3.32875e+07,7.75739e+07,4.96331e+07,1.07849e+08,7.48596e+07,5.78282e+07,3.83874e+07,3.71964e+07,2.06779e+07,6.44585e+06,1.08944e+08,1.29964e+06,1.5473e+07
292,2.85445e+07,2.58822e+07,0,10,12,16,22,30,29,31,36,39,67,1.46154e+07,1.83624e+07,6.15091e+07,9.56291e+06,3.00641e+06,1.42087e+07,1.58808e+07,2.55977e+07,2.06086e+06,4.11525e+06,1.1825e+07,1.28408e+07,1.59555e+07,116086,1.59558e+07,6.18772e+06,389164,1.1097e+07,1.457e+07,9.99327e+06
67,2.60379e+07,2.42814e+07,0,4,2,5,4,4,8,5,12,6,17,6.84878e+06,1.02476e+07,3.60263e+06,2.10075e+07,2.45569e+07,7.05323e+06,3.00236e+06,7.24891e+06,2.40335e+07,6.77422e+07,6.97152e+07,3.88006e+07,3.6748e+07,6.53056e+07,8.37234e+07,4.82522e+07,3.30195e+06,2.88661e+07,1.36385e+07,3.89088e+07
344,2.40265e+07,2.05505e+07,0,16,13,18,29,25,30,45,37,52,79,2.22087e+07,2.10028e+07,1.47497e+06,5.08414e+06,1.69357e+07,1.6004e+07,2.83761e+07,3.3247e+06,5.13436e+06,1.39006e+07,1.30832e+07,2.86335e+07,1.43011e+07,4.15601e+06,5.58377e+06,1.19634e+07,1.12167e+07,7.82159e+06,5.13779e+06,5.24389e+06
68,2.36357e+07,2.74823e+07,0,2,3,6,3,7,5,10,10,8,14,3.04208e+07,1.84553e+07,1.40235e+06,1.12936e+06,2.35675e+07,4.58675e+07,2.84256e+07,4.50093e+07,9.02778e+07,9.968e+07,4.99833e+07,8.63028e+07,9.51721e+07,4.91731e+06,1.00947e+07,1.11296e+07,1.13385e+06,3.3015e+07,9.1625e+06,2.11756e+07
380,1.92037e+07,1.58271e+07,0,16,14,24,24,36,30,48,49,47,92,656361,875800,1.1298e+07,1.15498e+07,2.68232e+07,2.37761e+07,3.03088e+06,3.93243e+06,9.92484e+06,1.01868e+07,1.42168e+07,1.39091e+07,4.11746e+06,4.96044e+06,8.38574e+06,8.66702e+06,7.7548e+06,5.77405e+06,3.51171e+06,1.72134e+07
91,3.18491e+07,2.85593e+07,0,4,4,7,4,8,11,6,12,15,20,8.05189e+06,4.89061e+06,7.05706e+06,3.98311e+07,9.16015e+06,7.26569e+06,3.20053e+07,2.19352e+07,3.35081e+06,3.13155e+06,1.14655e+07,3.04272e+07,1.14748e+08,7.58716e+07,2.21343e+07,8.08348e+07,9.81945e+07,7.7066e+07,3.53602e+07,3.63523e+07
110,3.18152e+07,2.56734e+07,0,4,5,6,8,10,11,13,14,17,22,2.97768e+07,6.61649e+06,1.73564e+07,1.05934e+07,5.79868e+06,2.77163e+07,1.47473e+07,2.00579e+07,1.11988e+06,2.56529e+07,1.31262e+07,2.5144e+07,9.97506e+06,5.50575e+06,7.53444e+07,7.39772e+07,7.73975e+07,6.2742e+06,2.55449e+07,5.81973e+07
129,3.44639e+07,2.81604e+07,0,6,7,8,8,12,12,14,16,16,30,1.57328e+07,1.5561e+07,4.97319e+07,2.22129e+07,1.6334e+07,1.43037e+07,1.91453e+07,2.3849e+07,9.87716e+06,2.57403e+06,1.64354e+07,1.77626e+07,5.69364e+07,3.47832e+06,3.86608e+07,9.37586e+07,1.0963e+08,7.87824e+07,4.44807e+07,7.91972e+07
151,3.69147e+07,2.99039e+07,0,7,6,9,10,18,14,14,18,27,28,6.56266e+06,2.06429e+07,2.86646e+06,6.43325e+06,1.41654e+07,4.94596e+07,2.33212e+06,1.65591e+07,44727.5,4.24207e+07,3.68616e+07,2.06259e+07,9.16857e+06,344303,1.96656e+07,2.02759e+07,7.94447e+06,9.13133e+06,7.55746e+06,1.69418e+07
184,2.9872e+07,2.93752e+07,0,7,8,13,12,19,16,25,20,29,35,2.26244e+07,2.62984e+07,1.00275e+07,1.76389e+07,1.66582e+07,1.33927e+07,2.86503e+06,1.30929e+07,1.26768e+07,1.43032e+07,9.04233e+06,3.01907e+06,3.4617e+06,99205.1,1.18335e+07,9.80478e+06,3.6572e+07,3.02289e+07,2.76317e+07,2.5877e+06
42,1.97424e+07,2.18019e+07,0,2,3,3,3,3,3,5,5,5,10,1.33499e+07,1.70671e+07,2.02675e+07,1.68375e+07,4.32583e+07,4.78821e+07,2.61823e+07,7.21204e+07,6.91136e+07,3.12014e+07,6.24104e+06,2.66088e+07,1.63691e+07,1.7542e+07,2.21321e+07,1.06754e+07,1.2733e+07,6.25157e+07,7.3479e+07,5.25426e+07
235,3.17141e+07,3.0827e+07,0,9,12,15,12,21,25,27,31,27,56,7.67465e+07,6.84569e+06,1.34917e+07,2.10404e+07,4.76868e+07,3.52009e+07,1.12963e+07,1.3636e+07,1.7845e+07,2.15136e+07,1.38468e+07,2.31993e+07,1.10867e+07,189334,2.65763e+06,9.17746e+06,5.19918e+06,1.51527e+07,1.23003e+07,2.31669e+07
55,2.12788e+07,2.21127e+07,0,2,2,2,6,3,4,9,5,6,16,7.74322e+06,5.32045e+06,210886,2.72658e+07,1.08467e+07,752848,2.56627e+07,4.70599e+07,8.89011e+07,6.89998e+07,5.13204e+07,1.40259e+07,1.48101e+07,5.28564e+06,2.60475e+07,5.05579e+07,3.35509e+07,4.42006e+06,1.49914e+07,2.02842e+07
288,3.57365e+07,3.02462e+07,0,10,12,20,21,25,27,32,34,39,68,2.33795e+07,2.39115e+07,1.63426e+07,4.30413e+06,1.74485e+07,1.84223e+07,3.95753e+07,8.21747e+06,7.61572e+06,1.43196e+07,1.52648e+07,1.96088e+07,4.02115e+06,6.58561e+06,3.41035e+07,5.72951e+06,4.65026e+07,9.13317e+06,8.37095e+06,4.79037e+06
56,2.54641e+07,2.70954e+07,0,3,2,3,6,4,4,10,5,6,13,8.44778e+06,1.47467e+07,3.48111e+07,2.7916e+07,301581,3.66568e+06,9.37544e+06,3.50766e+07,4.59208e+07,5.54568e+07,9.62239e+07,8.26014e+07,6.02248e+07,6.57396e+06,8.26274e+07,1.05649e+06,8.07505e+06,1.3728e+07,3.29287e+07,1.01598e+08
358,3.45417e+07,2.78365e+07,0,16,14,18,30,25,40,35,50,43,87,2.84972e+07,2.80683e+07,1.58819e+06,952654,2.21365e+07,2.13326e+07,5.73886e+07,3.42394e+07,8.10812e+06,4.59338e+06,1.91839e+07,1.84502e+07,2.39774e+07,2.15614e+07,7.60026e+06,5.57543e+06,1.58552e+07,4.8164e+07,1.47146e+06,2.65558e+07
71,2.28881e+07,2.27184e+07,0,3,2,6,3,8,5,10,5,13,16,1.75718e+07,3.79805e+07,6.04986e+06,1.73293e+06,7.13243e+06,6.79615e+06,1.66639e+07,2.57173e+07,8.9098e+07,7.04345e+07,4.34187e+07,5.64126e+07,5.78225e+07,6.20993e+07,3.68193e+07,6.33305e+06,2.23373e+07,3.9626e+07,3.0049e+07,4.71095e+06
446,2.68992e+07,2.47803e+07,0,15,20,26,33,39,33,50,56,66,108,1.89007e+07,2.88194e+07,1.44337e+06,7.23393e+06,1.50561e+07,1.55492e+07,4.22755e+07,1.45952e+07,2.85252e+06,8.64947e+06,1.33659e+07,1.3576e+07,2.21765e+07,6.51338e+06,3.28271e+06,8.14627e+06,1.15147e+07,1.1577e+07,1.36627e+07,4.28905e+06
76,2.46455e+07,2.71621e+07,0,3,5,3,6,9,5,10,13,7,15,2.66434e+07,2.37138e+07,2.8354e+06,403995,2.33987e+07,1.11729e+07,2.75355e+07,1.68354e+07,2.52867e+07,1.54909e+07,4.8003e+07,8.44957e+07,9.12249e+07,1.05079e+07,7.04045e+07,7.47877e+07,8.0305e+07,3.27254e+07,7.22794e+06,2.04892e+07
503,2.07464e+07,1.81013e+07,0,17,21,28,34,41,47,54,71,68,122,1.84146e+07,6.4776e+06,665840,1.09291e+07,1.15187e+07,1.46311e+07,2.77279e+07,3.45867e+06,2.28061e+06,9.42414e+06,9.85891e+06,1.23091e+07,3.32981e+07,1.40718e+07,879002,3.85068e+06,8.62708e+06,8.91179e+06,1.08149e+07,1.75157e+07
