total_points,avg_dev,std_dev,label,band_1_points,band_2_points,band_3_points,band_4_points,band_5_points,band_6_points,band_7_points,band_8_points,band_9_points,band_10_points,dev_1,dev_2,dev_3,dev_4,dev_5,dev_6,dev_7,dev_8,dev_9,dev_10,dev_11,dev_12,dev_13,dev_14,dev_15,dev_16,dev_17,dev_18,dev_19,dev_20
16,70.6335,46.8538,1,2,2,0,2,0,2,2,0,2,4,59.8188,96.544,34.8253,69.5189,80.3644,6.20412,6.57361,1.0513,118.326,112.982,118.225,2.13505,114.983,119.484,118.467,0,0,0,0,0
90,2.35001e+07,1.96201e+07,0,2,6,6,3,10,10,5,14,14,20,1.04671e+07,5.77636e+06,1.29037e+07,2.54305e+06,1.09279e+07,103289,1.75605e+07,1.25274e+07,171403,5.81714e+07,5.716e+07,5.7854e+07,368427,2.3575e+06,4.51103e+07,5.51176e+07,6.75228e+07,5.89252e+07,6.76384e+06,5.53003e+06
70,76.6514,72.7607,1,4,2,6,3,8,5,10,10,8,14,25.5153,102.211,108.083,143.926,56.6227,29.8626,8.11652,101.373,65.4032,183.936,73.4091,298.214,112.048,173.598,198.559,188.072,202.727,219.74,113.654,92.1621
19,79.0205,53.617,1,1,2,2,0,2,2,0,2,4,4,54.3334,101.786,64.9679,69.682,91.9873,99.7162,5.40635,5.92059,2.95031,133.03,131.132,23.2578,175.149,2.95504,157.695,66.1788,120.184,116.036,0,0
107,2.13008e+07,2.06407e+07,0,4,5,7,8,10,12,12,14,13,22,3.32994e+07,3.8593e+06,1.2508e+07,1.07239e+07,4.32975e+06,1.76255e+07,3.82598e+07,2.34032e+06,2.90837e+06,9.96545e+06,2.27448e+07,1.72993e+07,5.3121e+06,111665,3.17782e+07,3.88528e+07,4.94265e+07,9.19153e+07,2.23815e+07,2.66515e+07
86,91.1367,77.466,1,4,5,7,4,8,11,6,12,13,16,79.4012,156.1,47.6437,70.0359,1.08761,35.5906,88.6275,157.711,38.6388,15.8632,202.382,82.4,62.1557,140.347,46.5828,225.612,6.27998,71.6986,160.097,222.635
18,71.3115,66.3463,1,1,1,1,0,3,3,0,3,3,3,21.5765,183.782,201.175,142.183,72.193,28.5703,54.3091,0.453746,14.3848,17.5339,150.7,126.411,124.932,1.15649,13.4554,12.2535,47.2269,0,0,0
138,2.22414e+07,1.9311e+07,0,7,6,9,10,10,14,14,16,25,27,5.41605e+06,2.52996e+06,1.20094e+07,1.78521e+06,2.75403e+06,8.35828e+06,1.68401e+07,8.18932e+06,1.14051e+07,272955,1.81218e+07,1.61998e+07,6.15838e+06,8.27855e+06,7.92621e+06,5.01968e+06,2.11786e+07,4.85744e+07,4.53535e+07,8.93334e+07
114,100.598,84.6199,1,4,5,7,8,10,12,13,19,18,18,142.463,78.3244,87.7383,38.3012,64.6961,170.414,84.594,4.9792,39.0595,68.1705,102.672,113.975,42.7892,34.1532,16.7859,21.6501,17.2513,205.631,202.374,208.567
28,2.53434e+07,2.17102e+07,0,1,2,2,2,2,3,4,4,4,4,1.22045e+07,1.74446e+06,2.10585e+07,5.19755e+07,7.41793e+07,6.75181e+07,6.91969e+06,4.45758e+06,8.01747e+06,4.82686e+07,6.44908e+07,5.87611e+07,2.20694e+07,4.68585e+07,4.71735e+06,1.69064e+07,3.26692e+07,2.9231e+07,4.21359e+06,1.18954e+07
23,98.9292,64.7122,1,1,2,2,2,0,2,3,3,4,4,96.561,29.0965,147.944,9.99066,98.7726,146.221,112.184,152.113,6.40862,101.655,2.64244,2.71645,35.3197,173.247,163.424,137.162,228.624,20.6026,93.6308,144.434
10,54.0354,35.1367,1,1,0,1,0,1,2,0,2,0,3,18.9848,37.3517,102.707,64.6477,23.5861,117.433,35.8845,14.6019,71.121,0,0,0,0,0,0,0,0,0,0,0
207,1.56498e+07,1.4601e+07,0,9,8,13,17,14,23,18,29,31,45,1.05517e+07,2.00514e+06,2.794e+06,7.45375e+06,2.05861e+07,1.69002e+07,3.30481e+06,4.04452e+06,6.74337e+06,9.35765e+06,2.70506e+06,7.865e+06,2.54027e+06,9.89247e+06,4.11319e+06,1.04626e+07,2.76825e+06,5.6126e+06,90703.2,1.90016e+07
160,79.572,68.4125,1,8,8,9,17,12,14,24,18,19,31,22.7424,93.6418,88.3135,53.0824,1.51013,73.3611,69.6471,22.3333,8.86917,46.2966,185.532,210.241,31.9529,79.2057,45.266,37.1131,14.3547,43.7879,5.04558,30.293
33,3.33507e+07,2.47498e+07,0,1,1,1,3,3,3,3,6,5,7,517768,4.94667e+07,3.82038e+07,79093.3,6.50407e+07,6.6145e+07,8.11152e+07,6.51572e+07,1.74705e+07,4.4364e+07,623328,6.59883e+06,1.57213e+07,8.14393e+07,6.18813e+07,6.27097e+07,255968,1.6965e+06,1.67406e+06,5.10283e+07
31,125.081,111.337,1,1,1,1,2,3,3,5,4,4,7,79.6057,31.3287,44.9262,204.034,71.7164,15.3815,41.6847,121.573,209.286,72.9069,11.4369,48.5844,0.884562,6.50143,11.6932,0.751404,3.31348,7.09199,167.035,240.562
232,50.3393,50.5263,1,8,12,15,18,23,24,30,30,36,36,34.6435,50.7729,89.8136,93.5376,13.7811,40.3925,69.9381,72.7668,4.82007,34.7226,56.961,174.632,4.59838,7.21808,10.3792,164.418,108.66,99.802,84.3,84.0153
43,2.09999e+07,2.35976e+07,0,2,2,2,3,3,7,4,4,5,11,1.13022e+07,9.93761e+06,657427,3.42205e+07,1.62645e+07,132198,3.01214e+07,4.44722e+07,9.50907e+07,7.13453e+07,4.85018e+07,1.45601e+07,1.74154e+07,8.23995e+06,2.71774e+07,6.52624e+07,2.68202e+07,6.40425e+07,6.15118e+07,5.64803e+07
34,124.974,101.012,1,2,1,2,3,2,6,5,4,4,5,129.99,44.7033,256.916,34.0784,127.297,350.659,192.023,249.713,24.7527,6.9126,0.655009,98.5038,5.17157,74.2054,157.487,18.2043,64.396,102.209,122.066,15.0071
14,43.3101,37.9562,1,1,1,0,2,0,2,2,0,3,3,106.241,57.9238,75.426,19.6803,2.32766,12.1247,115.054,71.6783,9.48316,1.49713,6.15804,36.1001,49.3374,0,0,0,0,0,0,0
61,2.6804e+07,2.41964e+07,0,2,2,6,3,7,5,5,10,5,16,3.44985e+07,4.32548e+06,1.27967e+07,1.93499e+07,1.21409e+07,2.91608e+07,2.47124e+07,6.7403e+07,7.15508e+07,3.20899e+07,5.95139e+07,6.84422e+07,5.6719e+07,2.02744e+07,3.22166e+06,8.78947e+07,2.50117e+07,5.89025e+06,1.27928e+07,6.15062e+07
47,80.9774,84.0052,1,3,2,3,3,3,8,4,5,5,11,5.44283,89.4929,157.292,144.978,32.5076,37.5253,32.0553,222.254,169.539,208.439,44.6891,268.456,240.678,38.4767,20.5307,1.53341,113.22,10.384,81.8252,2.14515
16,50.3405,39.8845,1,1,1,1,0,2,2,0,3,3,3,27.437,108.033,84.3745,99.5698,21.5778,1.52551,16.8088,31.0599,110.679,98.068,77.8435,1.21633,7.78097,21.8544,47.279,0,0,0,0,0
75,2.61426e+07,2.59147e+07,0,3,3,6,3,8,8,7,10,9,18,5.66082e+06,2.14724e+07,3.61147e+06,1.6644e+07,4.37642e+07,1.41834e+07,1.45164e+07,2.14269e+07,4.5086e+07,6.50033e+07,8.45837e+07,5.19903e+07,6.5052e+07,8.0684e+07,6.92453e+07,1.03606e+07,9.05456e+06,7.93721e+07,6.10818e+07,1.86334e+07
55,106.413,108.09,1,4,2,3,6,4,4,10,5,5,12,168.015,21.6632,256.756,195.248,120.837,43.4588,24.2876,18.145,279.958,42.6202,21.2992,173.352,323.74,277.134,125.538,195.96,345.701,108.335,33.8591,18.262
18,62.5281,50.8357,1,1,1,2,0,2,3,0,3,3,3,151.487,38.1172,141.457,65.3116,112.889,17.2694,83.5699,0.953186,9.01843,33.305,126.501,108.215,101.545,1.18306,8.49799,18.0457,45.6122,0,0,0
10,58.1819,21.514,1,1,0,1,0,1,0,1,1,2,3,14.3207,49.8519,61.9916,101.506,51.4001,72.4918,54.3809,61.5784,56.1163,0,0,0,0,0,0,0,0,0,0,0
97,2.62097e+07,2.36126e+07,0,4,6,7,4,9,11,6,13,16,21,1.09119e+07,2.16113e+07,1.20264e+07,8.43604e+06,2.19275e+07,1.77432e+07,9.93455e+06,613572,2.05551e+07,4.21451e+06,3.13779e+06,2.47658e+07,2.03889e+07,3.81995e+07,7.84353e+07,6.84299e+07,2.79387e+07,7.52417e+07,7.54419e+07,6.77602e+07
71,76.3118,76.8199,1,4,3,6,3,8,5,10,10,8,14,3.96873,11.1156,128.692,51.5043,168.79,205.169,46.2627,76.2053,162.754,29.3441,57.225,133.757,212.917,137.904,121.082,316.725,259.741,166.746,232.943,25.3512
19,71.7315,56.9491,1,1,2,2,0,2,2,0,3,3,4,68.1512,6.65346,118.916,119.023,70.8293,122.666,7.92449,4.59628,7.30417,57.3104,143.097,134.535,104.253,1.56403,4.62941,29.1579,176.762,113.793,0,0
11,55.3773,35.0169,1,1,0,1,0,1,0,2,1,2,3,65.8713,59.5552,128.255,0.732493,28.3483,7.06037,80.3736,65.3839,62.1996,55.9923,0,0,0,0,0,0,0,0,0,0
116,2.53708e+07,2.14855e+07,0,4,6,7,9,10,12,14,15,15,24,2.04495e+07,1.08103e+07,3.95844e+06,1.29323e+07,2.5856e+06,1.75624e+07,406435,1.97863e+07,1.138e+07,2.28546e+07,1.13e+07,7.15732e+06,5.86062e+07,6.30372e+07,6.08195e+07,6.86214e+06,2.55173e+07,4.52239e+07,9.01206e+07,7.27519e+07
87,91.8889,73.1073,1,4,5,7,4,9,11,6,12,14,15,71.3173,176.09,61.5192,66.2777,0.631334,50.1571,83.3519,135.781,37.2209,21.3866,212.86,96.8292,51.4421,125.652,34.8178,225.36,19.1979,82.9964,163.416,307.926
23,2.40285e+07,2.16049e+07,0,1,2,2,2,0,2,3,3,4,4,1.64924e+07,1.50746e+06,2.99825e+07,4.44968e+07,7.16306e+07,6.2207e+07,7.72926e+06,3.69478e+06,9.47919e+06,4.37206e+07,5.91519e+07,5.26676e+07,1.91481e+07,556053,960304,5.26342e+06,2.96316e+07,4.04047e+06,1.09847e+07,1.87573e+07
20,70.4118,69.4481,1,1,1,1,2,0,3,3,3,3,3,27.3603,208.278,29.454,210.27,38.6466,152.695,70.7574,24.7618,46.8626,0.535095,11.4688,16.9328,159.802,135.997,130.608,1.177,13.2196,12.523,46.4735,0
11,56.0931,30.9281,1,1,0,1,0,1,0,2,2,1,3,67.4136,58.7961,108.888,1.38116,23.0543,20.1893,86.2689,71.7236,66.7553,56.4608,0,0,0,0,0,0,0,0,0,0
171,2.07219e+07,1.73376e+07,0,6,8,12,11,12,21,16,27,20,38,1.45988e+07,1.8082e+07,1.66972e+07,1.2998e+07,1.04506e+07,4.11476e+06,4.99165e+06,9.24683e+06,2.31425e+06,9.10297e+06,7.35651e+06,2.64393e+06,2.63691e+06,8.06212e+06,2.56992e+07,3.188e+07,2.17806e+06,2.51287e+07,5.1312e+07,5.60074e+07
121,93.4788,69.3178,1,5,6,7,10,10,12,14,19,18,20,120.803,2.55049,26.9157,86.6931,13.1279,31.1701,134.126,152.76,109.318,79.7921,40.4042,108.76,57.972,9.48535,74.4937,81.1263,135.899,46.2178,29.1319,1.35122
31,2.81976e+07,2.40521e+07,0,1,1,2,2,2,5,4,4,5,5,2.05309e+07,5.65087e+06,1.02618e+07,2.69536e+07,5.22395e+07,8.82411e+07,7.45958e+07,6.09281e+06,6.67766e+07,767936,5.51366e+06,1.88062e+07,7.29669e+07,6.54922e+07,3.80539e+07,4.41891e+07,6.46661e+06,1.08795e+07,3.18074e+07,3.1688e+07
24,84.8547,87.6198,1,1,1,1,3,3,3,3,3,4,2,27.644,143.16,150.202,12.8175,60.4392,61.5719,189.535,65.6306,16.9913,44.6058,0.628204,7.37036,12.9147,195.697,172.063,163.179,1.49906,11.5444,13.2571,285.947
12,50.4434,37.7951,1,2,0,2,0,2,0,2,0,2,2,63.8928,71.1059,5.66209,54.2133,52.5152,4.00562,9.11874,0.940501,102.339,93.8391,97.245,0,0,0,0,0,0,0,0,0
262,1.3941e+07,1.27194e+07,0,9,13,16,20,23,27,27,31,35,61,3.84419e+06,6.89478e+06,8.84899e+06,3.07916e+07,5.18239e+06,4.44857e+06,6.60147e+06,7.63469e+06,1.21867e+07,2.13705e+06,3.95042e+06,5.57373e+06,6.19746e+06,1.75476e+06,2.70798e+06,2.25663e+06,1.22243e+07,3.80101e+06,2.04929e+07,1.69634e+06
177,76.3118,63.5986,1,8,8,13,12,18,15,24,24,24,31,46.8978,109.945,90.5026,19.953,18.6251,82.2906,70.2633,1.01589,14.4747,56.5103,42.9992,11.3981,166.088,170.626,39.2418,165.011,104.607,75.1823,37.3841,36.1394
35,3.43334e+07,3.40958e+07,0,2,2,2,2,2,6,5,5,4,5,1.38124e+07,2.49438e+07,1.20091e+07,8.48028e+06,3.1993e+06,6.84718e+06,8.54247e+07,9.13887e+07,9.05858e+07,4.07711e+06,8.36746e+07,1.22499e+08,6.84089e+06,8.40165e+07,6.34896e+07,8.5281e+07,8.30777e+07,2.91977e+07,2.38665e+07,2.91079e+07
33,119.087,97.8551,1,2,1,2,2,5,4,4,4,4,5,98.0677,26.07,167.777,12.1447,91.7718,200.813,163.083,322.471,9.26263,1.78119,117.274,3.12205,78.0862,168.514,11.7247,73.4974,115.604,107.478,11.2817,49.3839
17,50.5805,42.8676,1,1,1,2,0,2,2,0,3,3,3,75.6878,46.6074,116.664,3.52151,101.915,9.3836,2.65108,13.1858,48.545,116.107,109.373,86.5185,1.8562,6.48975,22.7271,48.0537,0,0,0,0
225,46.3981,46.8422,1,10,13,16,19,14,25,27,31,33,37,89.0294,87.7634,35.3429,29.4057,67.1211,67.8041,110.463,4.34184,29.258,55.9356,56.8188,60.2039,7.79108,4.16273,92.7795,38.4899,64.1724,133.906,52.3482,31.8944
47,2.18945e+07,2.43864e+07,0,2,2,3,3,6,4,5,5,8,9,1.13497e+07,2.90245e+07,1.61028e+07,125440,4.12145e+07,3.72387e+07,9.95716e+07,4.23036e+07,4.42778e+07,4.99788e+07,2.78805e+07,1.38385e+07,1.03969e+07,2.12561e+07,1.21012e+07,1.98204e+07,7.12071e+07,3.51064e+07,7.00107e+07,5.90557e+07
37,139.801,112.025,1,2,2,2,3,3,3,3,4,5,10,220.134,87.6525,144.41,303.423,226.048,78.4505,19.6628,82.0616,177.561,270.813,22.6492,12.3934,1.27586,61.5546,9.34544,44.9743,1.11454,3.61525,8.07947,166.9
19,72.7791,61.5157,1,1,2,2,0,2,2,0,3,3,4,96.2705,3.06388,164.485,118.935,47.4965,115.382,5.61082,2.91142,12.2486,44.9948,133.273,124.394,98.1272,1.58673,5.29769,23.8268,194.941,117.178,0,0
59,2.34071e+07,2.47688e+07,0,2,2,6,3,3,8,5,10,5,15,2.18514e+07,1.77912e+07,2.6876e+07,130810,3.19914e+07,1.97419e+07,3.06293e+07,6.74626e+07,4.46398e+07,9.70447e+07,7.01061e+07,5.22112e+07,3.48167e+07,3.22456e+07,1.7605e+07,8.18433e+06,2.55068e+07,1.44487e+07,1.61616e+07,7.12617e+07
47,81.3249,84.0059,1,4,2,2,3,3,8,4,5,5,11,122.173,40.1844,189.443,25.8674,142.48,135.846,52.0541,34.3777,199.276,192.69,1.9202,265.078,238.912,51.5811,14.9722,2.52904,101.514,11.3364,72.9256,2.37968
20,69.9867,64.5925,1,1,1,1,2,0,2,3,3,3,4,34.6593,54.9305,33.2381,170.27,28.9362,143.424,10.7429,69.0689,0.483907,9.40396,21.8529,152.514,140.962,116.208,1.84996,7.72056,17.6979,204.206,111.579,0
16,1.92749e+07,1.9673e+07,0,1,1,1,0,2,2,0,3,3,3,3.35925e+06,1.52637e+07,4.60036e+07,4.57365e+07,1.4719e+07,4.28007e+07,5.12895e+07,4.57855e+07,229597,1.38029e+06,7.77517e+06,221773,1.71493e+06,5.32334e+06,7.52034e+06,0,0,0,0,0
68,2.21407e+07,2.4993e+07,0,4,2,4,5,7,8,6,12,6,14,7.33147e+06,5.76033e+06,5.07709e+06,9.03735e+06,7.13573e+06,9.0173e+06,3.11732e+07,2.54444e+07,2.40929e+06,2.45998e+06,1.00029e+07,1.90197e+07,6.38753e+07,1.00236e+08,5.39889e+07,3.05451e+07,6.24351e+07,5.58493e+07,4.768e+07,659611
56,114.293,105.381,1,4,2,3,7,4,4,9,5,6,12,119.635,39.7781,202.741,284.183,75.6142,43.687,128.057,0.1625,377.523,263.397,143.897,204.182,50.0562,344.108,32.2354,79.4163,212.822,321.493,63.9803,54.7232
24,2.51206e+07,2.25547e+07,0,1,1,2,2,0,2,3,3,4,6,2.16067e+07,5.92104e+06,2.31384e+07,7.57104e+07,5.19041e+07,1.12823e+07,4.87686e+07,5.72297e+07,5.38207e+07,229048,1.51047e+06,7.48287e+06,223464,1.39115e+06,4.7608e+06,3.86751e+07,3.77768e+07,1.09775e+07,3.78424e+06,3.9299e+07
22,94.0112,76.9122,1,1,1,2,2,0,3,3,3,3,4,133.652,48.6893,72.8501,180.66,248.054,95.2105,167.551,95.1269,6.96246,60.0063,0.886546,5.80731,14.3659,175.914,160.23,142.898,1.60146,9.0919,18.0305,222.744
10,1.75853e+07,1.58762e+07,0,1,0,1,0,1,0,1,1,2,3,2.64268e+07,2.64751e+07,164311,4.04086e+07,4.30965e+07,83090.7,5.4791e+06,7.07286e+06,9.06143e+06,0,0,0,0,0,0,0,0,0,0,0
86,2.41545e+07,2.13e+07,0,2,6,6,3,10,10,11,7,14,17,1.17018e+07,3.87935e+06,1.5309e+07,2.37307e+06,1.32156e+07,129810,2.28909e+07,1.66543e+07,198069,5.92442e+07,6.0732e+07,5.98927e+07,2.715e+07,1.58788e+06,4.53052e+07,5.89732e+07,6.99648e+07,4.04192e+06,3.70469e+07,3.02665e+06
72,85.51,80.6211,1,4,3,6,3,9,5,10,10,8,14,29.915,39.6412,142.404,86.7007,228.08,235.657,64.7951,120.164,140.674,45.7132,99.2073,111.064,334.912,122.754,152.684,201.351,269.519,262.491,235.262,125.645
29,96.0923,68.0636,1,2,2,2,2,2,3,4,4,4,4,56.7568,131.073,75.4375,78.1284,27.3791,45.0266,177.787,157.911,179.819,3.47034,88.7387,1.45048,4.61219,26.2097,108.624,208.927,255.705,192.521,166.202,14.5967
23,2.24648e+07,2.40189e+07,0,1,1,2,2,0,3,3,3,4,4,2.0692e+07,2.20353e+06,3.02172e+07,7.91924e+07,5.87125e+07,8.67116e+06,7.19238e+07,5.74778e+07,4.3783e+07,6.36781e+06,175259,2.20125e+06,6.94678e+06,227835,1.15593e+06,3.06422e+06,2.99935e+07,3.66362e+06,1.02255e+07,2.00483e+07
124,2.05405e+07,1.68626e+07,0,4,5,8,8,11,12,13,15,19,29,5.4901e+06,7.94555e+06,3.01716e+07,6.99046e+06,6.52339e+06,7.456e+06,1.13072e+07,9.09112e+06,4.23724e+06,1.268e+06,1.09459e+07,7.63997e+06,1.83026e+07,3.0594e+06,2.16808e+07,6.2514e+07,5.95406e+07,5.22287e+07,9.72168e+06,4.83288e+07
106,100.43,79.94,1,4,6,7,8,10,12,13,14,16,16,124.415,54.2735,45.3041,89.3575,18.4213,122.366,53.0864,135.389,38.6807,156.585,89.4119,122.227,79.3804,49.7506,30.5938,12.0865,11.0051,2.91963,265.028,185.445
33,116.141,99.687,1,2,1,2,3,2,6,4,4,4,5,116.233,71.4698,221.722,46.3818,154.139,346.322,165.364,230.591,50.3224,8.79435,1.9258,90.0038,7.83984,62.4556,1.58592,3.20068,11.0882,119.724,13.4623,43.8864
27,2.84747e+07,2.67752e+07,0,1,2,2,2,2,2,4,4,4,4,1.8256e+07,3.91712e+07,1.00492e+07,9.12645e+06,4.39677e+06,7.04835e+07,7.03645e+07,7.18411e+07,2.9966e+06,6.38454e+07,6.81774e+07,9.47483e+07,3.64568e+07,1.53788e+06,2.98796e+07,1.3564e+07,2.53996e+07,1.90556e+06,2.29697e+07,9.18466e+06
11,36.3631,27.5658,1,1,0,2,0,2,0,2,0,2,2,66.7243,1.24478,40.1551,37.2543,8.10688,68.3003,55.9936,73.6043,4.01059,8.23686,0,0,0,0,0,0,0,0,0,0
10,83.6727,56.3028,1,1,1,0,1,0,1,2,0,2,2,18.0039,88.1933,102.185,159.062,0.963664,32.9989,165.389,62.2593,124,0,0,0,0,0,0,0,0,0,0,0
10,8.28726e+06,7.0602e+06,0,1,0,1,0,0,2,0,2,0,4,1.24771e+07,6.51562e+06,1.54793e+07,2.21089e+07,401551,623760,627832,9.84242e+06,6.50891e+06,0,0,0,0,0,0,0,0,0,0,0
11,2.35016e+07,1.53396e+07,0,1,0,2,0,2,0,2,0,2,2,1.83555e+07,3.56773e+07,5.12663e+07,3.5114e+07,1.03917e+07,2.75277e+07,3.1821e+07,2.28932e+07,320928,1.64829e+06,0,0,0,0,0,0,0,0,0,0
160,1.6796e+07,1.42169e+07,0,6,7,8,15,12,13,24,17,20,38,3.34879e+07,7.81537e+06,6.03278e+06,7.95503e+06,1.38448e+07,3.2181e+06,5.38328e+06,6.51581e+06,5.33891e+06,6.97019e+06,4.12442e+06,1.26763e+06,5.20319e+06,5.47628e+06,1.64226e+07,3.01803e+06,9.5534e+06,4.78743e+07,3.89983e+07,4.22408e+07
138,105.12,84.5325,1,7,7,8,10,11,19,14,16,18,28,39.9744,123.534,121.662,138.993,8.20239,94.2204,228.632,7.29716,4.64925,42.6034,239.823,54.8935,26.8555,150.172,52.0185,294.233,135.628,65.4863,34.7667,31.3833
44,73.4995,78.3712,1,3,2,2,2,3,8,4,4,5,11,19.7759,63.5165,52.3197,120.037,30.9273,80.6777,214.74,128.896,151.128,251.305,221.812,70.188,12.8812,2.50468,106.046,11.1314,69.5667,2.1879,6.70638,28.76
37,3.03938e+07,2.96995e+07,0,1,2,2,2,3,3,4,4,6,10,1.54076e+07,8.10194e+06,2.83823e+07,6.0145e+07,9.386e+07,3.40028e+07,6.30583e+06,1.06309e+06,1.16156e+08,6.40543e+06,6.72733e+07,2.33205e+06,6.22555e+06,2.09259e+07,1.00536e+08,7.40381e+07,3.31569e+07,896555,3.32882e+07,2.73545e+06
19,59.4816,48.648,1,1,1,1,2,0,2,3,3,3,3,91.9106,78.856,36.1041,136.472,28.8633,121.358,7.11713,94.9705,0.675995,5.81833,41.7682,132.79,123.604,99.7928,1.22119,5.63955,18.6547,45.0536,0,0
16,1.89691e+07,1.35498e+07,0,1,1,0,2,2,0,2,0,3,5,1.68647e+07,4.05414e+07,3.829e+07,1.30052e+07,3.26943e+07,3.82676e+07,2.40375e+07,1.5671e+06,1.60408e+07,588747,694893,1.06988e+07,1.37424e+07,2.89932e+07,8.50932e+06,0,0,0,0,0
10,36.2586,27.8824,1,2,0,2,0,0,2,0,2,0,2,36.1494,26.9471,35.0973,5.92854,73.5816,66.7098,75.0313,1.05922,5.82351,0,0,0,0,0,0,0,0,0,0,0
91,3.1676e+07,2.57577e+07,0,3,4,4,7,6,10,8,13,15,21,3.95441e+07,1.77086e+07,1.34796e+07,1.42156e+07,2.22117e+06,1.67479e+07,4.32143e+07,7.0431e+07,4.32558e+07,1.04465e+08,2.68416e+07,7.00238e+07,6.91427e+07,2.01334e+07,4.83282e+07,3.60732e+07,5.50282e+07,1.15495e+07,3.8852e+06,1.00668e+08
192,86.726,74.7413,1,8,12,10,16,14,22,27,18,32,33,124.732,259.615,42.8432,66.8109,104.944,209.733,60.6666,54.4948,66.5487,197.562,72.1998,12.1125,65.0642,21.2706,114.458,45.5549,62.5105,71.8859,57.3954,33.0502
49,98.3555,91.8961,1,4,2,2,3,4,8,4,4,6,12,71.475,52.1849,123.24,68.0143,73.2566,202.781,34.1794,30.6393,274.914,262.955,55.4865,187.76,272.507,45.2795,77.9054,4.71831,3.32773,75.2259,15.6532,60.5788
38,3.39049e+07,2.91417e+07,0,2,2,2,3,3,3,4,4,5,10,4.79271e+07,1.11313e+06,2.61366e+07,4.83029e+07,181589,8.38828e+07,9.61828e+07,3.33126e+07,8.55297e+06,1.11619e+06,6.46581e+07,7.92198e+06,4.58393e+07,857728,7.14603e+06,8.00093e+06,1.33614e+08,7.97813e+07,6.31747e+07,2.12309e+07
22,85.832,58.7689,1,2,2,2,0,2,2,0,4,4,4,51.1012,44.6514,78.1753,25.4493,91.9943,120.912,118.058,4.95887,6.55095,3.06772,90.1074,109.456,147.049,237.635,125.814,145.412,4.98391,132.787,46.0634,111.935
17,1.81498e+07,1.97197e+07,0,1,1,1,0,2,3,0,3,3,3,366624,1.79194e+07,4.24362e+07,4.30378e+07,2.97032e+07,6.50516e+07,4.24549e+07,2.13438e+07,6.52828e+06,137773,2.62286e+06,4.69543e+06,231293,2.57627e+06,4.19387e+06,7.09803e+06,0,0,0,0
295,63.3404,55.8957,1,16,15,19,21,26,37,33,35,50,43,119.754,66.7083,61.141,80.3525,59.8689,93.2716,36.3379,11.7753,65.3941,51.3498,75.5553,9.64735,17.5809,55.298,50.3778,78.5341,14.2454,14.1693,59.7063,15.784
65,92.35,76.9427,1,3,2,6,3,7,4,10,10,7,13,147.603,129.754,28.9531,99.2536,88.1498,12.3715,159.465,63.9598,186.722,112.544,54.0482,105.921,75.0443,278.445,116.48,156.863,189.731,191.136,180.515,207.815
53,2.41618e+07,2.62125e+07,0,2,1,3,6,3,3,10,5,5,15,3.99331e+07,2.04398e+07,1.01545e+06,2.1322e+07,1.93901e+07,3.12494e+07,6.74589e+07,4.14982e+07,9.29656e+07,6.65424e+07,4.97667e+07,3.29901e+07,3.16045e+07,1.7701e+07,5.05288e+06,2.4099e+07,1.38063e+07,1.70107e+07,6.76951e+07,7.28455e+07
24,112.186,77.7149,1,1,2,2,2,0,3,3,3,4,4,124.99,45.7012,236.947,32.6392,112.896,292.863,127.37,167.337,139.355,6.73531,69.7069,0.75944,6.42237,17.6914,178.358,170.597,138.089,210.898,24.77,77.0525
17,1.86954e+07,1.94169e+07,0,1,1,1,0,2,3,0,3,3,3,137660,9.31023e+06,5.01197e+07,5.07675e+07,2.53301e+07,4.49905e+07,5.02593e+07,2.78762e+07,1.95281e+07,127947,2.91679e+06,4.52365e+06,223472,2.59813e+06,3.17253e+06,7.24408e+06,0,0,0,0
10,1.7078e+07,1.16773e+07,0,1,0,1,0,1,0,2,1,1,3,2.75502e+07,2.86469e+07,8.91736e+06,2.62502e+07,3.59221e+07,9.82639e+06,6.22264e+06,1.68298e+06,8.68355e+06,0,0,0,0,0,0,0,0,0,0,0
226,69.6941,62.0189,1,9,13,16,19,21,24,26,30,32,36,32.6029,92.5595,93.2754,5.23824,74.7334,75.8651,183.981,20.431,68.2004,68.5818,98.835,166.32,60.7213,40.6007,52.1634,24.8809,34.2095,144.223,65.8693,8.48399
84,89.312,78.8828,1,3,6,6,4,9,10,5,13,14,14,140.054,85.6705,54.1028,94.8205,72.9252,100.179,40.1934,179.348,69.4606,36.427,43.7889,15.9018,3.5517,147.148,206.302,195.788,95.7319,143.68,291.732,16.3504
58,2.42901e+07,2.73025e+07,0,4,2,4,3,4,8,4,11,6,12,9.42321e+06,5.97065e+06,1.49024e+07,8.49523e+06,1.3725e+07,6.3678e+06,7.20363e+06,9.20608e+06,7.94674e+07,8.41556e+07,7.4562e+06,2.26903e+07,9.34483e+07,6.32851e+06,5.39132e+07,2.86045e+07,5.94133e+07,5.73795e+06,3.28998e+06,5.58361e+07
31,115.781,93.0173,1,1,2,1,2,5,3,4,4,4,5,78.3951,81.3272,27.8531,157.77,193.912,101.227,275.52,7.77926,2.5556,94.6251,7.04196,63.4228,0.706085,6.23297,14.7681,156.123,218.88,230.864,270.312,213.892
