total_points,avg_dev,std_dev,label,band_1_points,band_2_points,band_3_points,band_4_points,band_5_points,band_6_points,band_7_points,band_8_points,band_9_points,band_10_points,dev_1,dev_2,dev_3,dev_4,dev_5,dev_6,dev_7,dev_8,dev_9,dev_10,dev_11,dev_12,dev_13,dev_14,dev_15,dev_16,dev_17,dev_18,dev_19,dev_20
23,3.07478e+07,3.22188e+07,0,1,1,1,1,2,3,3,3,3,5,7.0826e+07,7.829e+07,7.59233e+07,8.85772e+07,6.36381e+07,6.74761e+07,2.21815e+06,826528,359477,8.39155e+06,756555,352661,4.69891e+06,579557,645899,3.25401e+06,5.88926e+07,5.81084e+07,4.60306e+07,56675.3
25,101.248,79.4,1,1,1,2,2,2,3,3,3,4,4,95.8641,72.477,48.9307,169.598,182.919,75.4413,275.557,10.1807,1.51473,102.504,7.08794,64.5548,1.32963,2.8087,19.9085,200.555,186.685,159.375,224.656,30.3454
245,68.7755,68.2651,1,10,14,16,20,22,27,29,33,35,39,120.68,162.793,49.2002,66.2514,74.3312,96.3642,71.2583,8.53104,54.9129,63.1321,78.203,33.6131,45.2171,54.0936,30.0614,101.812,25.2108,24.1294,221.839,74.4093
38,3.08358e+07,2.27152e+07,0,2,1,3,3,3,3,3,5,5,10,645253,4.34427e+07,3.6983e+07,239376,6.50181e+07,6.38455e+07,8.06973e+07,1.80693e+07,1.78062e+07,604224,4.1094e+07,9.51155e+06,3.12681e+07,643051,6.6847e+06,6.2657e+06,8.16679e+07,6.87448e+07,6.49362e+07,4.85876e+07
32,107.594,90.8864,1,2,1,2,2,3,3,3,4,6,6,130.416,30.265,246.045,23.7403,123.204,346.932,156.96,208.989,68.5272,7.07523,1.41604,96.1882,4.7116,74.756,1.62482,4.38505,18.5126,116.331,239.093,267.851
337,56.2322,44.9126,1,13,15,25,23,34,30,46,49,43,59,129.547,38.3389,26.8345,76.271,69.0669,156.314,64.9384,43.2692,30.749,66.0857,60.9815,66.8389,38.4175,39.265,29.8443,56.5556,159.265,28.2793,10.3669,17.7989
52,2.01254e+07,2.12623e+07,0,3,2,3,3,3,8,5,5,5,15,7.98483e+06,1.39415e+07,3.1159e+07,2.41024e+07,201475,3.09375e+07,3.88875e+07,8.74466e+07,3.75856e+07,4.26848e+07,4.41445e+07,1.80623e+07,9.43119e+06,6.60643e+06,7.05727e+07,1.17335e+06,7.39656e+06,9.44876e+06,3.26108e+07,2.86819e+07
38,140.553,109.847,1,3,2,2,3,3,3,4,4,4,10,187.41,66.0608,341.183,47.6988,199.795,350.697,61.7713,24.2395,34.5303,210.458,257.009,37.4889,10.2471,1.82609,79.5586,4.46438,54.7374,168.931,19.1447,41.939
52,1.91396e+07,2.3577e+07,0,3,2,2,6,4,4,9,5,5,12,2.30423e+06,1.04734e+07,6.7458e+06,2.84673e+07,2.99152e+07,6.83193e+06,1.78554e+06,2.63609e+07,5.14384e+07,9.59496e+07,2.28223e+07,2.62147e+07,3.867e+07,1.35334e+07,1.80023e+06,8.61791e+07,9.13839e+06,5.42488e+07,1.50258e+06,7.0914e+06
44,92.2511,85.6926,1,4,2,2,2,4,8,4,4,4,10,68.4532,46.678,121.403,71.1422,67.7557,47.3204,52.1615,254.506,234.217,165.944,165.968,257.272,43.805,84.3368,5.93701,2.85687,80.2489,13.4134,50.8295,2.67227
11,38.6563,32.345,1,1,0,2,0,2,0,2,0,2,2,38.505,25.6101,10.7317,48.0396,6.85488,5.13017,2.74303,90.1713,75.7285,83.0491,0,0,0,0,0,0,0,0,0,0
67,2.02831e+07,1.82882e+07,0,4,2,5,4,4,8,5,12,6,17,4.50121e+06,8.08276e+06,3.38063e+06,1.95464e+07,1.82529e+07,6.37177e+06,2.65743e+06,1.55887e+07,1.87226e+07,4.88117e+07,5.0823e+07,2.63097e+07,2.70235e+07,4.62463e+07,7.24233e+07,3.44846e+07,2.5152e+06,2.0395e+07,1.16237e+07,2.87007e+07
51,87.7135,97.9077,1,3,2,3,6,3,4,9,5,5,11,58.806,113.718,215.205,146.028,41.3769,10.8792,33.5613,296.302,1.54905,32.6845,205.561,188.844,231.227,86.5069,292.02,255.958,31.8918,22.5851,2.06912,117.737
12,42.5801,33.7011,1,1,1,1,0,2,2,0,2,0,3,43.0677,61.6148,10.1339,68.6373,8.59704,4.55141,4.50552,105.123,78.4393,17.878,65.8327,0,0,0,0,0,0,0,0,0
71,1.72462e+07,1.95873e+07,0,4,2,6,3,8,5,10,10,9,14,4.75522e+06,1.8888e+07,1.32945e+07,3.40503e+07,45997.7,7.09284e+06,6.316e+06,1.39284e+07,1.26828e+07,2.11882e+07,9.36005e+06,2.50084e+07,5.05462e+07,5.42054e+07,5.72199e+07,1.53935e+07,4.35222e+07,4.86079e+07,8.31055e+07,2.58486e+07
63,96.5912,85.5603,1,2,3,6,3,6,5,10,5,11,12,220.723,5.61616,20.6628,185.848,72.7052,163.753,244.283,50.8704,96.2284,142.875,34.6599,76.633,105.938,196.336,116.683,110.905,300.066,232.052,152.307,208.836
16,48.9887,41.7799,1,1,1,1,0,1,3,0,3,3,3,19.361,69.3016,84.5827,141.152,50.4448,0.488663,17.3552,16.4164,103.842,86.1322,81.6278,0.81724,10.2603,11.8194,41.2283,0,0,0,0,0
86,1.93687e+07,1.64817e+07,0,3,6,3,7,10,5,11,7,14,20,1.7251e+07,4.96415e+06,449674,1.01245e+07,9.62976e+06,1.68406e+07,182155,4.79076e+07,4.87493e+07,4.71652e+07,7.58325e+06,4.43571e+07,3.77567e+07,5.71113e+07,3.37806e+06,351993,7.44466e+06,5.60419e+06,728092,6.92744e+07
70,83.4683,83.0182,1,4,2,6,4,8,4,10,11,7,14,41.9815,92.7547,161.885,148.786,60.9936,9.24074,20.1953,89.1585,280.831,152.535,34.3624,27.0693,146.61,205.57,206.476,120.243,165.26,207.847,213.594,106.323
17,46.672,38.8581,1,1,1,2,0,2,2,0,3,3,3,63.0161,49.926,102.09,4.23154,92.0948,10.3195,2.9634,11.6724,42.7909,110.04,98.6056,85.263,1.41825,6.26298,22.5663,43.49,0,0,0,0
108,1.92585e+07,1.606e+07,0,4,5,7,8,10,12,12,15,16,19,2.79501e+07,3.17175e+06,8.98495e+06,9.87409e+06,3.49641e+06,1.1558e+07,2.75546e+07,169539,1.78288e+06,6.93023e+06,1.68618e+07,1.34806e+07,3.69553e+06,77111.3,2.95538e+07,3.16901e+07,4.22493e+07,7.28148e+07,8.7139e+06,2.35178e+07
95,98.7834,89.6218,1,4,6,6,9,5,10,11,14,14,16,27.0729,161.543,6.00556,36.4441,49.6235,173.96,146.746,45.3336,109.658,88.6833,40.6255,162.9,64.3346,17.4558,128.161,191.338,207.291,48.2332,37.1612,18.8103
20,86.6005,55.7076,1,1,2,2,0,2,2,0,3,4,4,67.6078,38.5522,102.279,97.6919,71.1378,106.417,4.57489,3.72347,4.42832,75.3301,128.703,125.303,90.699,228.5,11.1671,117.041,136.04,131.305,104.91,0
138,1.56558e+07,1.40175e+07,0,7,6,7,10,10,13,21,16,18,30,6.36717e+06,3.36573e+06,1.03619e+07,1.7174e+06,2.79874e+06,7.10679e+06,6.83123e+06,4.09386e+06,1.42632e+07,2.07479e+07,1.16138e+07,5.58856e+06,20649.8,1.26501e+07,8.05495e+06,5.14823e+06,6.40131e+06,4.6183e+06,656391,2.0535e+07
121,101.327,78.4878,1,6,6,7,10,10,11,14,20,17,20,62.1755,155.841,26.8911,49.2979,110.315,32.2997,191.233,203.103,235.105,107.967,97.3865,44.8911,87.7667,97.7711,0.138878,75.0976,92.8125,154.197,62.1199,45.9935
21,83.1609,48.7954,1,2,2,2,0,2,2,0,3,4,4,42.8294,77.5452,79.0104,52.7368,92.6948,112.278,115.831,5.0713,6.57052,1.88199,84.2472,144.789,140.836,101.606,168.707,8.16728,128.806,74.3122,120.817,104.479
71,2.89872e+07,2.41107e+07,0,3,2,4,5,4,9,6,8,12,18,3.11372e+07,2.28318e+07,3.35484e+07,3.70117e+07,8.26796e+06,2.18137e+07,3.0712e+07,7.12228e+07,3.62953e+07,1.20941e+08,4.04218e+07,9.89865e+07,4.45361e+07,5.20696e+07,7.30689e+06,1.68282e+07,7.43353e+07,3.64186e+07,1.47317e+07,3.6744e+07
152,109.274,81.9263,1,7,8,8,15,12,13,24,16,19,30,80.8199,159.709,130.868,41.5772,9.05749,112.721,95.5769,39.9557,42.9235,59.2987,52.3122,231.46,29.0634,48.4637,223.527,108.759,26.8796,44.2248,165.14,119.174
20,67.4983,66.9156,1,1,1,1,2,0,3,3,3,3,3,27.595,125.757,30.4482,219.49,38.1974,159.324,74.0273,14.4001,45.3266,0.609253,12.7198,11.8171,166.84,144.666,141.157,1.17255,9.64347,13.2931,45.9851,0
212,76.605,70.9752,1,9,14,14,14,21,25,23,24,33,35,66.1022,126.173,192.078,123.869,73.4323,67.9737,104.513,73.2042,34.244,64.3127,105.503,108.871,79.5029,7.58854,69.4612,18.3207,99.1199,25.5931,58.0661,272.122
27,97.6389,89.788,1,1,1,1,3,3,3,3,3,4,5,28.5272,141.134,141.953,13.383,58.1914,73.9915,190.983,61.6,10.5599,37.9619,0.81602,13.6124,8.27112,0.755157,9.55545,4.45086,198.549,176.222,174.324,282.897
277,63.2892,60.1672,1,11,15,16,21,23,36,32,33,39,51,101.651,128.257,92.1071,30.2329,69.6547,80.5899,100.135,47.0519,7.2839,57.697,66.6549,81.3422,26.5533,144.254,77.8123,59.2949,44.9695,7.0349,8.57335,17.4238
31,109.278,86.6034,1,1,1,2,2,3,3,3,5,6,5,174.728,63.5804,64.9427,241.943,287.377,42.584,13.7266,19.3858,157.898,216.449,89.0692,5.95116,70.512,1.27777,5.39714,16.0722,168.786,18.4113,44.8218,126.33
343,57.2271,48.4491,1,14,16,25,24,35,41,35,50,47,56,229.112,139.914,55.9627,23.2951,80.359,67.877,80.9607,71.7905,49.3743,25.9315,67.4958,58.6309,47.7416,44.2143,43.8445,26.2789,57.8567,102.368,8.30945,16.9711
45,1.58272e+07,1.78534e+07,0,3,2,2,3,3,7,4,5,5,11,4.47333e+06,1.14592e+07,7.15713e+06,2.94981e+07,1.83485e+06,4.97977e+07,5.13832e+07,2.28413e+07,3.98862e+07,5.12828e+07,1.74837e+07,7.94205e+06,1.14509e+07,1.32853e+07,6.80931e+06,1.92791e+07,4.69985e+07,2.37263e+07,5.52781e+07,5.13968e+07
33,119.092,108.254,1,1,2,1,3,3,3,4,5,4,7,200.308,51.4842,264.859,87.4315,19.0928,18.7549,125.453,239.558,25.6524,15.2456,1.2549,63.0675,9.98515,45.4265,0.928528,7.78805,9.37641,0.836141,2.63066,7.7122
59,1.81265e+07,1.87303e+07,0,4,2,2,7,4,4,9,6,6,15,1.75981e+07,4.83401e+06,2.66083e+07,354982,1.4313e+07,5.64798e+06,5.6316e+07,5.62333e+07,1.76429e+07,1.53618e+07,5.84596e+07,7.75324e+06,2.00559e+06,7.59683e+07,1.18965e+07,4.21673e+07,1.43376e+06,2.20652e+06,2.14627e+07,7.06019e+06
43,65.3917,65.2514,1,2,2,3,3,3,6,4,5,5,10,125.908,153.813,28.3141,32.3657,91.0937,58.7081,254.671,98.4424,186.155,20.3788,126.303,190.386,52.7888,29.207,17.1182,10.2271,23.1789,13.5111,24.1866,79.731
63,1.79703e+07,1.78548e+07,0,4,2,5,4,4,8,5,12,6,13,2.99505e+06,9.93309e+06,3.47604e+06,2.03292e+07,2.01383e+07,1.03608e+07,980789,1.1013e+07,1.2515e+07,4.66537e+07,4.72295e+07,2.63677e+07,2.50664e+07,4.38971e+07,6.59141e+07,3.62052e+07,2.51124e+06,1.97212e+07,1.25744e+07,2.65581e+07
47,72.4947,77.6141,1,3,3,3,3,3,7,5,5,5,10,135.331,5.85187,38.175,149.598,74.9603,239.942,51.0583,57.7009,172.444,137.876,230.327,87.4191,162.249,236.993,44.3122,30.7346,19.6974,7.25228,102.538,1.78622
82,1.87387e+07,1.75339e+07,0,4,4,3,8,8,5,12,11,8,19,4.16289e+06,3.45239e+06,3.1266e+06,2.78264e+07,5.96302e+06,3.7988e+06,1.69989e+07,1.28788e+07,2.01807e+06,2.16838e+06,8.05542e+06,1.67139e+07,7.09873e+07,4.27634e+07,1.64479e+07,4.35088e+07,5.66837e+07,4.30661e+07,4.26257e+07,3.46366e+07
60,91.6758,73.7693,1,2,3,6,3,3,10,5,10,5,13,132.435,18.7289,21.4856,43.855,46.4266,128.373,164.02,34.593,58.2412,132.506,186.106,113.548,85.0608,296.548,237.766,134.709,203.313,24.4762,26.62,17.5253
102,1.79545e+07,1.39526e+07,0,3,6,6,9,10,5,12,14,15,22,4.87056e+06,2.25343e+06,1.26186e+07,1.16219e+06,2.42778e+06,364512,1.8407e+07,4.97606e+06,2.31202e+07,1.68515e+07,6.77433e+06,9.73124e+06,8.72526e+06,2.87234e+07,8.41819e+06,3.47706e+07,3.38883e+07,4.67729e+07,924809,8.01961e+06
72,90.877,84.483,1,4,3,6,3,9,5,10,8,10,14,218.395,39.879,139.829,121.141,29.0683,169.019,70.3144,244.766,141.165,53.8781,124.78,107.329,331.883,129.604,175.411,211.477,291.927,273.626,254.583,119.628
121,1.52741e+07,1.23643e+07,0,6,6,8,8,12,12,14,16,16,23,1.92928e+06,1.99677e+07,1.68884e+07,5.28534e+06,4.47774e+06,6.80493e+06,9.1905e+06,2.18963e+06,2.91587e+06,5.90172e+06,7.35683e+06,1.15202e+06,745620,1.93383e+07,3.78657e+07,5.17453e+07,3.68119e+07,2.26227e+07,3.52281e+07,4.7805e+07
95,103.02,94.5307,1,3,6,7,8,5,10,12,13,15,16,172.61,68.1062,60.2998,112.636,1.35395,97.2961,47.4401,56.4987,4.16867,2.8425,191.911,141.55,57.4306,121.722,79.4615,153.41,298.383,106.28,66.4637,347.428
17,56.1016,47.6425,1,1,1,1,0,2,3,0,3,3,3,22.5264,160.071,89.7638,103.195,45.4908,63.0375,0.429718,11.1334,27.5547,0.40978,8.02868,9.43944,116.197,99.2344,97.5042,43.6107,0,0,0,0
136,1.41924e+07,1.44159e+07,0,8,6,8,10,17,12,13,21,15,26,1.5413e+07,1.59644e+06,4.5287e+06,9.61795e+06,164959,3.33922e+06,1.14924e+07,2.38073e+07,1.79098e+07,7.41638e+06,190860,1.2793e+06,1.07864e+06,2.36179e+06,9.47025e+06,1.54715e+07,1.1705e+07,2.93507e+06,2.34259e+06,76992
116,111.02,94.0403,1,4,6,8,8,10,18,12,17,16,17,414.049,177.353,124.816,89.9453,76.4532,59.2765,74.3619,62.7361,73.8947,68.4744,43.8689,331.48,137.168,73.4463,45.2229,190.885,94.1845,63.1999,39.4623,155.574
18,66.9727,46.6868,1,1,2,2,0,2,2,0,2,3,4,64.6634,68.1205,83.0185,77.9499,61.2753,92.3037,6.45259,5.86039,2.82971,11.7999,3.82124,50.6076,126.79,122.61,91.876,154.649,113.909,0,0,0
149,108.012,79.8622,1,7,7,8,15,12,13,23,16,18,30,150.461,173.454,235.353,49.79,118.174,128.418,40.7035,176.49,307.898,105.619,78.6687,129.403,70.4876,44.0166,165.76,37.9832,22.5537,299.266,119.853,144.701
24,73.7716,53.7059,1,2,2,2,2,0,2,2,4,4,4,91.1421,135.563,84.2223,40.2097,68.561,101.154,100.883,3.82441,5.18934,2.6856,6.84726,2.79578,70.2367,72.6641,142.817,212.002,104.094,119.016,4.54234,110.86
205,74.1305,75.8483,1,8,12,11,16,20,24,18,30,31,35,117.525,102.26,29.0582,69.2692,93.0093,49.1496,30.083,59.5925,76.6425,148.875,7.48268,15.0204,142.316,78.0096,113.159,31.6992,30.5043,25.7337,211.743,27.1463
25,85.6857,76.9717,1,1,1,1,2,3,3,3,3,4,4,31.857,74.909,34.2271,243.707,66.6354,159.018,100.451,13.7434,62.1182,0.747691,6.57476,14.4688,0.719615,5.98319,10.7589,170.906,155.851,142.356,243.084,34.4009
255,63.9786,66.0855,1,10,13,15,21,22,27,31,39,37,40,171.204,118.174,75.426,83.7871,109.611,70.3752,55.2058,75.6835,57.4947,88.2389,31.6143,13.7936,145,131.889,70.5121,6.38213,8.62635,24.2938,54.9813,66.6708
26,96.7199,78.8692,1,1,1,2,2,3,3,3,3,4,4,85.8811,63.0117,50.3948,148.232,281.262,115.939,179.168,120.537,9.26447,68.2747,1.27115,7.01178,20.3457,0.551361,3.96783,11.3443,193.727,179.192,163.672,216.744
316,47.7763,41.5662,1,15,15,19,29,27,40,33,38,52,48,30.1682,59.0607,44.3355,65.8822,46.1152,15.288,48.4115,38.0716,54.0344,25.5595,6.40427,41.2935,33.5819,45.9364,78.5442,7.40726,6.44898,20.9736,40.8653,45.9694
30,103.243,71.5197,1,2,2,2,2,2,4,4,4,4,4,30.1407,97.7564,63.5193,76.0816,49.4427,44.5575,182.585,189.892,201.513,5.43457,99.4678,182.675,7.33875,100.599,116.32,101.945,7.19326,65.361,46.4062,77.8828
56,1.88704e+07,1.85898e+07,0,2,3,3,6,3,5,10,5,5,14,1.355e+07,1.26996e+07,1.93203e+07,1.45752e+07,3.02283e+07,8.88075e+06,1.12491e+07,1.90348e+07,4.59608e+07,3.45755e+07,6.45392e+07,6.42514e+07,3.83052e+07,4.5279e+06,1.88908e+07,1.19809e+07,1.27749e+07,5.23265e+07,6.32128e+07,396109
37,129.289,93.8894,1,2,2,2,3,3,3,4,4,4,10,122.154,57.4915,72.8254,184.882,223.567,48.072,16.2802,83.3576,205.972,259.655,85.8602,7.54759,70.1603,1.12876,7.20791,13.7852,159.219,22.7933,43.4824,113.301
73,1.56465e+07,1.55775e+07,0,3,5,3,7,4,10,5,11,7,18,1.09016e+07,1.64597e+07,1.26113e+06,240402,5.9556e+06,5.61254e+06,1.1242e+07,2.16769e+07,5.28467e+07,5.06892e+07,1.75588e+07,4.17068e+07,4.07227e+07,4.36615e+07,2.26986e+07,4.53227e+06,1.26203e+07,1.83168e+07,1.69081e+07,3.56334e+06
45,81.4175,80.7968,1,4,2,2,2,3,8,4,4,5,11,89.7136,49.4094,158.333,70.9407,106.588,59.7342,80.6832,216.774,145.412,154.425,262.793,236.55,83.3943,10.5162,3.86278,102.206,17.7232,67.8162,3.4613,3.78934
87,1.45797e+07,1.33881e+07,0,4,4,6,4,8,10,6,12,14,19,7.9216e+06,1.36745e+06,5.42539e+06,1.19014e+07,8.90813e+06,1.55898e+06,902075,823401,5.95652e+06,3.66988e+06,2.21254e+07,3.24773e+07,5.37155e+07,9.8415e+06,2.27612e+07,4.53501e+07,4.02463e+07,3.81412e+07,3.91481e+07,9.0558e+06
53,86.1868,97.8386,1,4,2,3,6,4,4,10,5,5,10,128.811,12.5598,191.869,213.685,85.0666,38.522,56.1385,8.61421,296.934,204.11,221.823,45.4673,297.844,263.726,48.6113,18.677,3.17828,110.906,8.08767,75.2447
90,1.58036e+07,1.50384e+07,0,4,5,7,4,9,11,6,13,15,16,5.9751e+06,1.76725e+07,3.78928e+06,5.24901e+06,2.05178e+06,781191,6.47818e+06,1.83924e+07,5.36345e+06,1.35158e+06,1.81056e+07,1.06308e+07,2.48209e+07,4.93709e+07,4.37379e+07,1.5592e+07,4.80675e+07,4.72304e+07,4.39759e+07,4.20581e+07
62,89.6911,76.7686,1,4,2,6,3,4,9,5,10,6,13,12.0303,91.3124,149.397,121.531,55.0673,4.98666,10.3303,99.1236,72.2243,223.357,74.739,267.224,79.4581,157.151,179.136,152.287,192.521,198.505,102.239,40.5859
114,1.60765e+07,1.33773e+07,0,4,5,8,8,11,12,13,16,16,21,2.95717e+07,5.0794e+06,4.65555e+06,1.43754e+07,7.28615e+06,3.84167e+06,1.20514e+06,9.64194e+06,7.3375e+06,1.11728e+06,1.32992e+06,1.09094e+07,5.76751e+06,155558,1.75804e+07,3.06229e+07,2.28532e+07,3.50998e+07,4.89542e+07,9.87852e+06
75,86.8996,90.7161,1,4,6,3,7,4,10,10,6,14,11,279.501,57.7071,141.481,103.438,26.6884,154.517,75.7597,275.673,132.544,55.6159,138.295,110.454,250.759,65.3615,48.9997,23.2288,223.393,209.646,238.412,56.1278
41,3.90146e+07,3.03249e+07,0,2,2,1,4,4,2,6,5,4,11,7.62179e+07,5.90816e+07,1.18186e+08,2.76804e+07,4.0098e+07,4.13858e+07,1.67902e+07,4.435e+07,1.31483e+08,3.59376e+07,5.25638e+06,8.45187e+07,8.85383e+06,8.51133e+07,8.65122e+07,3.18489e+06,8.52375e+06,4.42242e+07,1.77938e+07,5.45373e+07
90,98.9927,91.6194,1,4,6,7,4,9,11,6,12,15,16,83.5682,138.273,67.4584,64.9211,147.029,66.7993,78.9448,44.4852,126.808,11.3047,12.8398,190.625,92.8846,60.6163,134.371,58.3083,254.759,20.3722,98.5772,176.622
110,109.469,86.3012,1,4,6,8,8,11,12,13,15,16,17,291.912,167.311,98.5195,75.5562,77.0761,64.1988,76.9013,48.8486,68.046,68.6119,44.4349,249.121,116.641,59.2569,38.0471,177.829,77.9633,51.2716,31.5,149.289
147,109.346,84.4794,1,8,8,8,11,12,20,16,16,18,30,103.113,42.4797,120.159,116.22,29.5189,5.26481,88.2705,70.8478,40.0791,24.0666,40.7578,330.737,147.363,18.3271,37.7739,184.853,169.034,26.3356,29.5089,145.53
21,55.9306,62.7507,1,1,1,1,3,0,3,3,3,3,3,23.9875,166.337,127.406,10.7529,70.3793,31.9048,192.277,0.538981,9.73744,17.3164,0.518951,8.97456,9.08636,143.869,125.695,122.44,1.03058,7.37789,8.96672,40.0157
184,89.528,80.1227,1,9,8,15,10,21,14,26,26,22,33,38.5724,105.236,275.872,225.991,70.0675,61.0821,100.932,124.143,80.4749,116.759,106.247,50.2079,18.1768,38.5046,14.0926,66.7148,87.6992,76.0429,48.3471,51.2406
24,89.6181,72.3209,1,1,2,2,2,0,3,3,3,4,4,107.156,53.4186,206.884,157.372,40.748,142.889,9.21331,86.4524,1.38496,8.10745,36.8529,0.561981,5.72247,12.4017,161.836,147.26,134.607,230.247,30.8278,44.9231
226,70.084,69.8894,1,10,12,16,18,16,24,29,30,35,36,147.684,117.157,23.5564,38.0581,101.505,96.8749,9.07906,35.1093,80.4628,78.0077,18.3836,26.2586,50.2554,253.314,8.016,127.025,3.74002,136.11,143.915,50.8684
27,125.9,106.596,1,1,1,2,2,3,3,3,3,4,5,260.756,46.9905,101.274,310.529,248.486,80.1042,170.771,95.1526,10.6669,57.4928,0.812612,9.61578,16.895,0.600382,7.88529,10.0168,185.554,165.98,158.339,323.393
261,67.7023,62.2499,1,10,14,16,21,23,27,29,42,38,41,156.331,90.239,54.9741,85.7201,97.6546,84.8067,30.3819,52.361,70.7239,80.3257,46.2769,1.31667,48.5632,95.151,77.1343,46.1845,40.2463,39.9035,28.6238,246.296
28,94.1996,68.1766,1,2,2,2,2,2,2,4,4,4,4,111.071,219.722,81.603,77.5989,48.3477,51.2764,156.788,153.283,168.423,4.00821,5.78501,2.32698,78.7243,108.231,3.29302,87.1667,45.5901,65.1996,198.493,261.924
12,370.3,145.314,0,1,1,1,1,1,0,1,2,2,2,398.761,502.036,548.697,231.041,198.339,388.916,103.262,416.194,604.525,379.205,302.328,0,0,0,0,0,0,0,0,0
37,136.962,96.736,1,2,2,2,3,3,3,4,4,4,10,240.728,55.8083,98.1722,303.16,214.145,53.9178,16.0265,77.2379,176.035,246.72,83.513,7.60468,67.9335,1.09637,7.09957,13.6586,179.757,25.5435,38.5323,135.825
23,2.00564e+07,2.36388e+07,0,1,2,0,3,0,3,3,0,4,7,5.48716e+07,6.04853e+07,1.09479e+06,6.58717e+06,244053,1.03358e+06,3.80301e+06,238149,971803,3.04737e+06,232075,909115,2.13726e+06,4.12226e+07,5.94291e+07,4.91386e+07,2.04569e+07,166089,5.61473e+07,109471
39,121.872,112.481,1,4,2,2,2,3,4,4,4,4,10,89.9624,303.059,24.4761,124.12,12.587,87.8587,10.4991,66.5615,367.42,242.032,261.537,126.768,4.69069,89.5569,144.048,11.3648,85.8938,68.011,94.3655,8.47343
70,1.22096e+07,1.28463e+07,0,3,2,6,3,8,5,10,11,8,14,1.15637e+07,1.22008e+07,307176,24253.7,9.88817e+06,4.5908e+06,1.20708e+07,9.32224e+06,1.35607e+07,7.96048e+06,1.67426e+07,3.25913e+07,3.45819e+07,3.61618e+07,4.5913e+07,3.46737e+07,2.40386e+07,1.87106e+07,1.54258e+07,2.96731e+06
51,83.8802,80.2368,1,4,2,2,6,4,4,8,5,5,11,89.7475,44.8419,151.944,63.9037,116.743,210.667,63.4207,46.9677,226.754,11.8423,96.7098,276.116,248.683,74.4059,179.278,3.73016,105.336,16.5237,70.2841,3.35867
69,1.50296e+07,1.26944e+07,0,2,6,6,3,8,8,9,5,10,12,1.23403e+07,6.21163e+06,3.39537e+06,436441,9.87677e+06,1.20797e+07,1.51636e+07,7.84764e+06,6.5812e+06,1.11971e+07,2.67748e+07,4.1922e+07,4.91726e+07,7.83012e+06,3.75313e+07,3.95786e+07,4.11972e+07,1.45535e+07,3.34941e+06,8.43464e+06
58,104.389,107.279,1,3,2,6,3,3,8,5,10,6,12,12.7895,133.344,160.442,234.869,41.8613,5.03674,50.1735,243.398,2.0895,39.9137,185.739,208.72,269.437,116.193,322.846,299.343,30.725,26.4822,2.03328,119.237
11,2.60812e+07,1.41535e+07,0,1,1,0,1,1,0,1,0,2,4,1.24911e+07,2.48154e+07,2.45562e+07,2.04158e+07,2.65665e+07,6.53691e+06,2.93712e+07,2.20246e+07,6.27711e+07,3.12626e+07,0,0,0,0,0,0,0,0,0,0
76,92.3526,89.7092,1,3,6,3,7,4,10,10,6,13,14,36.7628,154.482,44.5757,32.6881,232.533,87.6527,237.58,142.141,70.7448,138.838,113.331,315.132,66.2664,47.3087,21.7199,205.77,189.503,231.46,127.654,279.716
87,103.607,92.819,1,4,5,7,4,8,11,6,12,14,16,95.8959,248.213,64.0596,89.0562,11.6541,44.165,104.713,171.337,40.7073,20.9515,287.081,88.888,76.1679,179.1,51.786,242.214,2.00027,66.7742,173.168,238.494
112,115.771,96.2073,1,4,7,8,8,11,12,13,15,16,18,120.942,275.389,59.6733,117.224,101.44,88.3193,57.7625,58.2496,46.8177,201.778,50.4655,38.0105,309.309,71.5214,45.2992,32.2397,202.004,51.9092,39.4686,26.3062
143,109.015,84.9793,1,8,7,8,10,12,19,16,16,17,30,28.0141,115.75,126.07,103.018,6.48662,87.0702,95.7583,24.7284,20.4013,320.258,89.8327,57.1043,133.757,58.7083,43.6933,174.32,39.5028,26.9764,192.693,123.858
176,109.661,89.1721,1,7,7,14,10,20,14,24,27,20,33,130.971,30.7295,51.5588,99.302,271.581,122.242,52.2286,62.1781,140.391,66.7331,19.4365,7.55161,83.4783,118.488,110.464,34.6914,54.8267,10.0247,90.4994,66.7543
20,67.153,67.7263,1,1,1,1,2,2,0,3,3,3,4,24.2441,98.3923,25.814,132.76,42.1167,142.929,28.708,0.99293,0.571238,6.82907,8.93624,148.862,132.012,124.223,1.15086,5.90633,11.5416,233.82,106.099,0
222,72.4366,76.4121,1,9,12,16,18,22,25,28,27,31,34,161.232,1.19942,13.4425,124.803,119.542,24.348,31.0666,96.5266,94.0376,162.642,31.12,109.735,151.289,216.386,121.256,1.61804,180.248,161.524,55.1457,169.408
26,75.3044,80.7684,1,1,1,1,3,3,3,3,3,4,4,24.8783,122.957,117.607,11.2399,3.68082,62.8472,216.632,0.658702,11.2749,10.0798,0.6362,6.82965,9.41467,169.827,151.062,146.825,1.27734,6.16486,10.4117,233.759
299,69.3478,64.7864,1,16,16,18,23,24,39,32,36,46,49,98.7599,27.6971,11.7527,93.1873,78.5022,249.119,119.348,51.907,29.1279,83.6989,73.8744,88.2269,70.172,47.5825,125.216,154.327,41.5302,84.8517,17.1063,96.0673
